5,24055.8
25,4759.47
45,2850.42
65,2222.21
85,1784.85
105,1508.21
125,1523.47
145,1536.01
165,1594.44
185,1648.18
205,1667.88
225,1699.46
245,1765.8
265,1802.65
285,1843.04
305,1895.04
325,1929
345,1971.49
365,1998.52
385,2056.75
405,2110.27
425,2324.32
445,2292.45
465,2298.23
485,2357.7
505,2431.83
509,2394.16
