1,500,109432
10,500,10722.1
20,500,5377.4
30,500,3602.42
40,500,2690.3
50,500,2167.55
60,500,1815.59
70,500,1579.91
80,500,1426.96
90,500,1262.57
100,500,1142.09
110,500,1043.87
120,500,953.434
130,500,912.742
140,500,935.329
150,500,946.997
160,500,831.922
170,500,790.813
180,500,770.653
190,500,742.977
200,500,698.376
